295;2211;Vasad;PE;47.317;19.400;3341.000;1781;734
296;2212;Csévharaszt;PE;47.300;19.433;4922.000;1953;690
297;2213;Csévharaszt;PE;47.300;19.433;4922.000;1953;690
298;2214;Pánd;PE;47.350;19.633;2221.000;2103;720
299;2215;Káva;PE;47.350;19.583;1131.000;607;276
300;2216;Bénye;PE;47.350;19.550;1652.000;1268;498
301;2217;Gomba;PE;47.367;19.533;3971.000;3030;1037
302;2220;Vecsés;PE;47.402;19.246;3616.000;20550;7662
303;2221;Vecsés;PE;47.400;19.283;3616.000;20550;7662
304;2222;Vecsés;PE;47.400;19.283;3616.000;20550;7662
305;2225;Üllő;PE;47.383;19.350;4810.000;10924;3920
306;2230;Gyömrő;PE;47.417;19.400;2651.000;15714;5525
307;2233;Ecser;PE;47.450;19.333;1310.000;3589;1391
308;2234;Maglód;PE;47.450;19.367;2236.000;11319;3717
309;2235;Mende;PE;47.417;19.450;2717.000;4325;1485
310;2241;Sülysáp;PE;47.450;19.558;4719.000;8258;2888
311;2242;Sülysáp;PE;47.450;19.558;4719.000;8258;2888
312;2243;Kóka;PE;47.483;19.583;4436.000;4530;1706
313;2244;Úri;PE;47.417;19.533;2219.000;2713;957
314;2251;Tápiószecső;PE;47.450;19.600;3838.000;6434;2323
315;2252;Tóalmás;PE;47.517;19.667;3935.000;3407;1349
316;2253;Tápióság;PE;47.400;19.617;3354.000;2705;1136
317;2254;Szentmártonkáta;PE;47.450;19.700;5220.000;4999;1927
318;2255;Szentlőrinckáta;PE;47.517;19.750;2015.000;1962;824
319;2300;Ráckeve;PE;47.167;18.950;6409.000;9842;3692
320;2301;Ráckeve;PE;47.167;18.950;6409.000;9842;3692
321;2309;Lórév;PE;47.117;18.900;988.000;315;126
322;2310;Szigetszentmiklós;PE;47.350;19.050;4565.000;32340;11485
323;2311;Szigetszentmiklós;PE;47.350;19.050;4565.000;32340;11485
324;2313;Szigetszentmiklós;PE;47.350;19.050;4565.000;32340;11485
325;2314;Halásztelek;PE;47.367;18.983;864.000;8620;3104
326;2315;Szigethalom;PE;47.333;19.000;912.000;16477;5236
327;2316;Tököl;PE;47.310;19.002;3849.000;10164;3699
328;2317;Szigetcsép;PE;47.267;18.983;1820.000;2354;901
329;2318;Szigetszentmárton;PE;47.233;18.967;1073.000;2083;815
330;2319;Szigetújfalu;PE;47.233;18.933;1083.000;2087;839
331;2321;Szigetbecse;PE;47.133;18.950;1712.000;1346;511
332;2322;Makád;PE;47.083;18.933;3177.000;1252;528
333;2330;Dunaharaszti;PE;47.350;19.083;2917.000;19491;7467
334;2331;Dunaharaszti;PE;47.350;19.083;2917.000;19491;7467
335;2332;Dunaharaszti;PE;47.350;19.083;2917.000;19491;7467
336;2335;Taksony;PE;47.333;19.083;2085.000;6369;2062
337;2336;Dunavarsány;PE;47.283;19.067;2252.000;7112;2350
338;2337;Délegyháza;PE;47.250;19.067;2542.000;3187;1118
339;2338;Áporka;PE;47.233;19.017;1747.000;1155;479
340;2339;Majosháza;PE;47.267;19.000;1142.000;1486;527
341;2340;Kiskunlacháza;PE;47.200;19.017;9350.000;9080;3351
342;2341;Kiskunlacháza;PE;47.200;19.017;9350.000;9080;3351
343;2342;Kiskunlacháza;PE;47.200;19.017;9350.000;9080;3351
344;2344;Dömsöd;PE;47.083;19.000;7242.000;5745;2336
345;2345;Apaj;PE;47.117;19.100;7104.000;1251;437
346;2347;Bugyi;PE;47.217;19.150;11555.000;5338;2026
347;2351;Alsónémedi;PE;47.317;19.167;4907.000;4982;2037
348;2360;Gyál;PE;47.383;19.233;2493.000;23220;8128
349;2363;Felsőpakony;PE;47.350;19.250;1533.000;3415;1167
350;2364;Ócsa;PE;47.300;19.233;8166.000;8989;3249
351;2365;Inárcs;PE;47.267;19.333;2253.000;4448;1533
352;2366;Kakucs;PE;47.250;19.367;2180.000;2729;966
353;2367;Újhartyán;PE;47.217;19.383;2243.000;2755;1069
354;2370;Dabas;PE;47.183;19.317;16599.000;16671;6007
355;2371;Dabas;PE;47.183;19.317;16599.000;16671;6007
356;2372;Dabas;PE;47.183;19.317;16599.000;16671;6007
357;2373;Dabas;PE;47.183;19.317;16599.000;16671;6007
358;2374;Dabas;PE;47.183;19.317;16599.000;16671;6007
359;2375;Tatárszentgyörgy;PE;47.067;19.383;5506.000;1966;676
360;2376;Hernád;PE;47.167;19.433;2706.000;4077;1411
361;2377;Örkény;PE;47.133;19.433;3644.000;4924;1728
362;2378;Pusztavacs;PE;47.167;19.500;7907.000;1427;567
363;2381;Táborfalva;PE;47.083;19.467;4205.000;3429;1380
364;2400;Dunaújváros;FE;46.983;18.933;5267.000;48562;22831
365;2401;Dunaújváros;FE;46.983;18.933;5267.000;48562;22831
366;2402;Dunaújváros;FE;46.983;18.933;5267.000;48562;22831
367;2403;Dunaújváros;FE;46.983;18.933;5267.000;48562;22831
368;2404;Dunaújváros;FE;46.983;18.933;5267.000;48562;22831
369;2405;Dunaújváros;FE;46.983;18.933;5267.000;48562;22831
370;2406;Dunaújváros;FE;46.983;18.933;5267.000;48562;22831
371;2407;Dunaújváros;FE;46.983;18.933;5267.000;48562;22831
